label,signature,size,depth,lugs,staveOption,hoopType,hardwareColor,scorchDepth,movement,spread,firstHit,firstHitScore,underTheHands,underTheHandsScore,fromTheBench,fromTheBenchScore,digest,attack,brightness,projection,sustain,warmth,sensitivity,control,attackDelta,brightnessDelta,projectionDelta,sustainDelta,warmthDelta,sensitivityDelta,controlDelta,playingSituation,feelReadText,highlightedCharacteristics
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Black Nickel • Blackened,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Black Nickel|Blackened,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Black Nickel,Blackened,1.05,0.52,"Compact, quick, lean response",0.6826,"Fast, disciplined touch response",0.5083,Balanced Heritage center,2.732,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,5.02,4.75,4.56,4.93,5.08,4.88,5.07,0.02,-0.25,-0.44,-0.07,0.08,-0.12,0.07,"A compact, TorchTuned Heritage read: still lively from the smaller shell, but darker and more settled than the same build in a lighter finish.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Triple Flange hoops preserve more of the line’s native openness.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Brass/Gold • Light Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Brass/Gold|Light Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Brass/Gold,Light Torch,2.09,0.98,Lively touch with open detail,1.0995,"Expressive, blooming response",1.266,"Dark, complex Heritage bloom",1.5585,simple:lively-touch-open-detail > shaped:expressive-blooming-response > complex:dark-complex-heritage-bloom,4.66,5.11,4.78,5.45,4.92,5.36,4.47,-0.34,0.11,-0.22,0.45,-0.08,0.36,-0.53,"A more open Heritage read, where the lighter torch treatment preserves extra liveliness, touch response, and a slightly freer bloom through the shell.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the lighter TorchTune finish preserves more touch response and a freer shell reaction; the thin re-ring shell adds darker complex overtones and longer sustain; Triple Flange hoops preserve more of the line’s native openness.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Brass/Gold • Medium Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Brass/Gold|Medium Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Brass/Gold,Medium Torch,1.1,0.52,"Compact, quick, lean response",0.665,"Fast, disciplined touch response",0.5426,Balanced Heritage center,2.637,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,4.84,4.93,4.67,5.19,5,5.12,4.77,-0.16,-0.07,-0.33,0.19,0,0.12,-0.23,"A balanced Heritage read with natural openness, grounded body, and classic shell-first response.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Triple Flange hoops preserve more of the line’s native openness.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Triple Flange • Brass/Gold • Blackened,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Triple Flange|Brass/Gold|Blackened,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Triple Flange,Brass/Gold,Blackened,1.05,0.52,"Compact, quick, lean response",0.6826,"Fast, disciplined touch response",0.5083,Balanced Heritage center,2.732,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,5.02,4.75,4.56,4.93,5.08,4.88,5.07,0.02,-0.25,-0.44,-0.07,0.08,-0.12,0.07,"A compact, TorchTuned Heritage read: still lively from the smaller shell, but darker and more settled than the same build in a lighter finish.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Triple Flange hoops preserve more of the line’s native openness.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Chrome • Light Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Chrome|Light Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Chrome,Light Torch,1.03,0.64,"Compact, quick, lean response",1.2459,"Fast, disciplined touch response",1.0088,Balanced Heritage center,2.5685,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,4.99,5.35,4.98,5.15,4.71,5.11,4.9,-0.01,0.35,-0.02,0.15,-0.29,0.11,-0.1,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, classic Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; the thin re-ring shell adds darker complex overtones and longer sustain; Die-Cast hoops add focus and containment.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Chrome • Medium Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Chrome|Medium Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Chrome,Medium Torch,1.12,0.41,Focused throw with clean shape,1.1566,"Fast, disciplined touch response",1.11,Balanced Heritage center,2.6355,simple:focused-throw-clean-shape > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,5.17,5.17,4.87,4.89,4.79,4.87,5.2,0.17,0.17,-0.13,-0.11,-0.21,-0.13,0.2,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, classic Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Chrome • Blackened,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Chrome|Blackened,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Chrome,Blackened,1.97,0.87,Focused throw with clean shape,1.433,Grounded body with directed carry,1.128,Shorter note with firm response,2.593,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:shorter-note-firm-response,5.35,4.99,4.76,4.63,4.87,4.63,5.5,0.35,-0.01,-0.24,-0.37,-0.13,-0.37,0.5,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, classic Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell centered and composed.",Close to the benchmark Heritage warmth posture; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Black Nickel • Light Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Black Nickel|Light Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Black Nickel,Light Torch,1.03,0.64,"Compact, quick, lean response",1.2459,"Fast, disciplined touch response",1.0088,Balanced Heritage center,2.5685,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,4.99,5.35,4.98,5.15,4.71,5.11,4.9,-0.01,0.35,-0.02,0.15,-0.29,0.11,-0.1,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, slightly more modern Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; the thin re-ring shell adds darker complex overtones and longer sustain; Die-Cast hoops add focus and containment.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Black Nickel • Medium Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Black Nickel|Medium Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Black Nickel,Medium Torch,1.12,0.41,Focused throw with clean shape,1.1566,"Fast, disciplined touch response",1.11,Balanced Heritage center,2.6355,simple:focused-throw-clean-shape > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,5.17,5.17,4.87,4.89,4.79,4.87,5.2,0.17,0.17,-0.13,-0.11,-0.21,-0.13,0.2,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, slightly more modern Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Black Nickel • Blackened,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Black Nickel|Blackened,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Black Nickel,Blackened,1.97,0.87,Focused throw with clean shape,1.433,Grounded body with directed carry,1.128,Shorter note with firm response,2.593,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:shorter-note-firm-response,5.35,4.99,4.76,4.63,4.87,4.63,5.5,0.35,-0.01,-0.24,-0.37,-0.13,-0.37,0.5,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, slightly more modern Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell centered and composed.",Close to the benchmark Heritage warmth posture; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Brass/Gold • Light Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Brass/Gold|Light Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Brass/Gold,Light Torch,1.03,0.64,"Compact, quick, lean response",1.2459,"Fast, disciplined touch response",1.0088,Balanced Heritage center,2.5685,simple:compact-quick-lean-response > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,4.99,5.35,4.98,5.15,4.71,5.11,4.9,-0.01,0.35,-0.02,0.15,-0.29,0.11,-0.1,"A focused-but-open Heritage read: the die-cast hoops tighten the rim response, while the lighter TorchTune finish keeps more touch, air, and upper-shell liveliness in the voice.","A cleaner, richer Heritage presentation with a lighter TorchTuned imprint that preserves more openness, touch response, and a slightly freer shell reaction, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; Light Torch keeps more touch and liveliness while the die-cast hoops add rim focus; the thin re-ring shell adds darker complex overtones and longer sustain; Die-Cast hoops add focus and containment.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Brass/Gold • Medium Torch,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Brass/Gold|Medium Torch,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Brass/Gold,Medium Torch,1.12,0.41,Focused throw with clean shape,1.1566,"Fast, disciplined touch response",1.11,Balanced Heritage center,2.6355,simple:focused-throw-clean-shape > shaped:fast-disciplined-touch-response > complex:balanced-heritage-center,5.17,5.17,4.87,4.89,4.79,4.87,5.2,0.17,0.17,-0.13,-0.11,-0.21,-0.13,0.2,"A more focused Heritage read with firmer note shape, cleaner front edge, and tighter overall behavior.","A seasoned, richer Heritage presentation with a balanced TorchTuned posture, while keeping the shell-first balance intact.",Close to the benchmark Heritage warmth posture; the Medium Torch benchmark keeps the line centered between openness and control; Die-Cast hoops add focus and containment.
14x5.0 • 10 lugs • 10 - 7mm + $150 (Re-Rings Required) • Die-Cast • Brass/Gold • Blackened,14|5.0|10|10 - 7mm + $150 (Re-Rings Required)|Die-Cast|Brass/Gold|Blackened,14,5.0,10,10 - 7mm + $150 (Re-Rings Required),Die-Cast,Brass/Gold,Blackened,1.97,0.87,Focused throw with clean shape,1.433,Grounded body with directed carry,1.128,Shorter note with firm response,2.593,simple:focused-throw-clean-shape > shaped:grounded-body-directed-carry > complex:shorter-note-firm-response,5.35,4.99,4.76,4.63,4.87,4.63,5.5,0.35,-0.01,-0.24,-0.37,-0.13,-0.37,0.5,"A more TorchTuned-forward Heritage read, where the heavier scorch treatment adds a firmer center, slightly tighter bloom, and a more settled shell response.","A darker, richer Heritage presentation with a stronger TorchTuned imprint that favors firmer note control, slightly lower sensitivity, and a more unified shell response under heavier treatment, while keeping the shell centered and composed.",Close to the benchmark Heritage warmth posture; the Blackened finish pushes the read toward stronger control and a more disciplined shell response; Die-Cast hoops add focus and containment.
