company,line,model,size,family,construction,material1,material2,thickness,bearingEdge,hoop,lugs,confidence,missing,id
Noble & Cooley,Solid Shell Classics Series,SS Classic Birch 13x7,13x7,wood,Steam Bent,Birch,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-birch-13x7_13x7_steam-bent_birch_unknown-family-likely-45-degree_47ce40d4
Noble & Cooley,Solid Shell Classics Series,SS Classic Birch 14x4,14x4,wood,Steam Bent,Birch,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-birch-14x4_14x4_steam-bent_birch_unknown-family-likely-45-degree_bff34e84
Noble & Cooley,Solid Shell Classics Series,SS Classic Birch 14x5,14x5,wood,Steam Bent,Birch,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-birch-14x5_14x5_steam-bent_birch_unknown-family-likely-45-degree_dd430ec1
Noble & Cooley,Solid Shell Classics Series,SS Classic Birch 14x6,14x6,wood,Steam Bent,Birch,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-birch-14x6_14x6_steam-bent_birch_unknown-family-likely-45-degree_73d8ec3c
Noble & Cooley,Solid Shell Classics Series,SS Classic Birch 14x7,14x7,wood,Steam Bent,Birch,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-birch-14x7_14x7_steam-bent_birch_unknown-family-likely-45-degree_ca45f137
Noble & Cooley,Solid Shell Classics Series,SS Classic Maple 13x5,13x5,wood,Steam Bent,Maple,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-maple-13x5_13x5_steam-bent_maple_unknown-family-likely-45-degree_a6faa703
Noble & Cooley,Solid Shell Classics Series,SS Classic Maple 13x6,13x6,wood,Steam Bent,Maple,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-maple-13x6_13x6_steam-bent_maple_unknown-family-likely-45-degree_4a5f90df
Noble & Cooley,Solid Shell Classics Series,SS Classic Maple 13x7,13x7,wood,Steam Bent,Maple,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-maple-13x7_13x7_steam-bent_maple_unknown-family-likely-45-degree_a6820194
Noble & Cooley,Solid Shell Classics Series,SS Classic Maple 14x4,14x4,wood,Steam Bent,Maple,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-maple-14x4_14x4_steam-bent_maple_unknown-family-likely-45-degree_305492aa
Noble & Cooley,Solid Shell Classics Series,SS Classic Maple 14x5,14x5,wood,Steam Bent,Maple,,MISSING,45 degree bearing edges,2.3mm triple-flanged hoops,10,medium,shellThickness,noble-and-cooley_solid-shell-classics-series_ss-classic-maple-14x5_14x5_steam-bent_maple_45-degree-bearing-edges_oil-lac_797b88a9
Noble & Cooley,Solid Shell Classics Series,SS Classic Maple 14x6,14x6,wood,Steam Bent,Maple,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-maple-14x6_14x6_steam-bent_maple_unknown-family-likely-45-degree_171e9b3f
Noble & Cooley,Solid Shell Classics Series,SS Classic Maple 14x7,14x7,wood,Steam Bent,Maple,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-maple-14x7_14x7_steam-bent_maple_unknown-family-likely-45-degree_785e5474
Noble & Cooley,Solid Shell Classics Series,SS Classic Walnut 13x5,13x5,wood,Steam Bent,Walnut,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-walnut-13x5_13x5_steam-bent_walnut_unknown-family-likely-45-degr_184f73b8
Noble & Cooley,Solid Shell Classics Series,SS Classic Walnut 13x6,13x6,wood,Steam Bent,Walnut,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-walnut-13x6_13x6_steam-bent_walnut_unknown-family-likely-45-degr_93ba01e4
Noble & Cooley,Solid Shell Classics Series,SS Classic Walnut 13x7,13x7,wood,Steam Bent,Walnut,,MISSING,MISSING,2.3mm triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-walnut-13x7_13x7_steam-bent_walnut_unknown-family-likely-45-degr_165dcb34
Noble & Cooley,Solid Shell Classics Series,SS Classic Walnut 14x4,14x4,wood,Steam Bent,Walnut,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-walnut-14x4_14x4_steam-bent_walnut_unknown-family-likely-45-degr_e1c93b0a
Noble & Cooley,Solid Shell Classics Series,SS Classic Walnut 14x5,14x5,wood,Steam Bent,Walnut,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-walnut-14x5_14x5_steam-bent_walnut_unknown-family-likely-45-degr_804cf167
Noble & Cooley,Solid Shell Classics Series,SS Classic Walnut 14x6,14x6,wood,Steam Bent,Walnut,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-walnut-14x6_14x6_steam-bent_walnut_unknown-family-likely-45-degr_88f673c6
Noble & Cooley,Solid Shell Classics Series,SS Classic Walnut 14x7,14x7,wood,Steam Bent,Walnut,,MISSING,MISSING,2.3mm triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_solid-shell-classics-series_ss-classic-walnut-14x7_14x7_steam-bent_walnut_unknown-family-likely-45-degr_854a9693
Noble & Cooley,Special Edition,Mappa Burl Limited Edition 14x6.5,14x6.5,wood,Ply,Mappa Burl,Walnut,MISSING,MISSING,Die-cast hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_special-edition_mappa-burl-limited-edition-14x6-5_14x6-5_ply_mappa-burl_walnut_aqua-marine-fade_die-cas_76fb2ffc
Noble & Cooley,Walnut Series,Walnut Ply 13x4.75,13x4.75,wood,Ply,Walnut,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_walnut-series_walnut-ply-13x4-75_13x4-75_ply_walnut_standard-custom-finish-options_triple-flanged-hoops_a930efef
Noble & Cooley,Walnut Series,Walnut Ply 13x6.5,13x6.5,wood,Ply,Walnut,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_walnut-series_walnut-ply-13x6-5_13x6-5_ply_walnut_standard-custom-finish-options_triple-flanged-hoops_3e4a8798
Noble & Cooley,Walnut Series,Walnut Ply 13x8,13x8,wood,Ply,Walnut,,MISSING,MISSING,Triple-flanged hoops,8,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_walnut-series_walnut-ply-13x8_13x8_ply_walnut_standard-custom-finish-options_triple-flanged-hoops_8dd1001a
Noble & Cooley,Walnut Series,Walnut Ply 14x4.75,14x4.75,wood,Ply,Walnut,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_walnut-series_walnut-ply-14x4-75_14x4-75_ply_walnut_standard-custom-finish-options_triple-flanged-hoops_03634594
Noble & Cooley,Walnut Series,Walnut Ply 14x6.5,14x6.5,wood,Ply,Walnut,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_walnut-series_walnut-ply-14x6-5_14x6-5_ply_walnut_standard-custom-finish-options_triple-flanged-hoops_d0250f19
Noble & Cooley,Walnut Series,Walnut Ply 14x8,14x8,wood,Ply,Walnut,,MISSING,MISSING,Triple-flanged hoops,10,medium,"shellThickness, bearingEdgeOrFallback",noble-and-cooley_walnut-series_walnut-ply-14x8_14x8_ply_walnut_standard-custom-finish-options_triple-flanged-hoops_bad14ac5
Oriollo,Seamless Metal,Bakar Copper,14x6.5,metal,Metal,Copper,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",oriollo_seamless-metal_bakar-copper_14x6-5_metal_copper_7ca67e56
Oriollo,Seamless Metal,Mangàna Steel,14x6.5,metal,Metal,Steel,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",oriollo_seamless-metal_mang-na-steel_14x6-5_metal_steel_d7afbb57
Oriollo,Seamless Metal,Phantom Aluminum,14x6.5,metal,Metal,Aluminum,,MISSING,MISSING,unknown,,medium,"shellThickness, bearingEdgeOrFallback",oriollo_seamless-metal_phantom-aluminum_14x6-5_metal_aluminum_3b010c0d
Pearl,Crystal Beat,Crystal Beat Acrylic Snare,14x5.5,metal,Metal,Acrylic,,MISSING,MISSING,Triple-Flanged,,medium,"shellThickness, bearingEdgeOrFallback",pearl_crystal-beat_crystal-beat-acrylic-snare_14x5-5_metal_acrylic_triple-flanged_3f90727c
Pearl,Effects,Soprano Steel,12x7,metal,Metal,Steel,,MISSING,MISSING,Triple-Flanged,,medium,"shellThickness, bearingEdgeOrFallback",pearl_effects_soprano-steel_12x7_metal_steel_triple-flanged_56e410a2
Pearl,Firecracker,Firecracker Steel,10x5,metal,Metal,Steel,,MISSING,MISSING,Triple-Flanged,,medium,"shellThickness, bearingEdgeOrFallback",pearl_firecracker_firecracker-steel_10x5_metal_steel_triple-flanged_321fb4ff
Pearl,Piccolo,Piccolo Steel,13x3,metal,Metal,Steel,,MISSING,MISSING,Triple-Flanged,,medium,"shellThickness, bearingEdgeOrFallback",pearl_piccolo_piccolo-steel_13x3_metal_steel_triple-flanged_56279896
Pearl,Primal Snare Collective,Primal Snare Collective Brass,13x7,metal,Metal,Brass,,MISSING,MISSING,2.3mm Triple-Flanged,8,medium,"shellThickness, bearingEdgeOrFallback",pearl_primal-snare-collective_primal-snare-collective-brass_13x7_metal_brass_2-3mm-triple-flanged_b0f92a39
Pearl,Primal Snare Collective,Primal Snare Collective Brass,14x6.5,metal,Metal,Brass,,MISSING,MISSING,2.3mm Triple-Flanged,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_primal-snare-collective_primal-snare-collective-brass_14x6-5_metal_brass_2-3mm-triple-flanged_0dddb0a9
Pearl,Primal Snare Collective,Primal Snare Collective Steel,13x7,metal,Metal,Steel,,MISSING,MISSING,2.3mm Triple-Flanged,8,medium,"shellThickness, bearingEdgeOrFallback",pearl_primal-snare-collective_primal-snare-collective-steel_13x7_metal_steel_2-3mm-triple-flanged_7f3f1a76
Pearl,Primal Snare Collective,Primal Snare Collective Steel,14x6.5,metal,Metal,Steel,,MISSING,MISSING,2.3mm Triple-Flanged,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_primal-snare-collective_primal-snare-collective-steel_14x6-5_metal_steel_2-3mm-triple-flanged_f61d3e43
Pearl,Signature,Ian Paice Signature,14x6.5,metal,Metal,Steel,,MISSING,MISSING,SuperHoop II,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_signature_ian-paice-signature_14x6-5_metal_steel_superhoop-ii_ip-1465_be7938c0
Pearl,Signature,Joey Jordison Signature,13x6.5,metal,Metal,Steel,,MISSING,MISSING,SuperHoop II,8,medium,"shellThickness, bearingEdgeOrFallback",pearl_signature_joey-jordison-signature_13x6-5_metal_steel_superhoop-ii_jj-1365_6c28caeb
Pearl,Signature,Morgan Rose Signature,14x5,metal,Metal,Steel,,MISSING,MISSING,SuperHoop II,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_signature_morgan-rose-signature_14x5_metal_steel_superhoop-ii_mr-1450_a9791ec6
Pearl,Signature,Steve Ferrone Signature Brass,14x6.5,metal,Metal,Brass,,MISSING,MISSING,Die-Cast / MasterCast,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_signature_steve-ferrone-signature-brass_14x6-5_metal_brass_die-cast-mastercast_2fce67b5
Pearl,Signature,Tico Torres Signature,14x6.5,metal,Metal,Brass,,MISSING,MISSING,Die-Cast / MasterCast,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_signature_tico-torres-signature_14x6-5_metal_brass_die-cast-mastercast_tr-1465_0184ae86
Pearl,Decade Maple,Decade Maple Maple Snare,14x5.5,wood,Ply,Maple,,5.4mm,MISSING,Triple-Flanged,10,high-for-thickness-only,bearingEdgeOrFallback,pearl_decade-maple_decade-maple-maple-snare_14x5-5_ply_maple_5-4_triple-flanged_93606d23
Pearl,Decade Maple,Decade Maple Maple Snare,14x6.5,wood,Ply,Maple,,5.4mm,MISSING,Triple-Flanged,10,high-for-thickness-only,bearingEdgeOrFallback,pearl_decade-maple_decade-maple-maple-snare_14x6-5_ply_maple_5-4_triple-flanged_c40247fa
Pearl,Duoluxe,Duoluxe Maple/Mahogany,14x6.5,wood,Ply,Maple,Mahogany,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_duoluxe_duoluxe-maple-mahogany_14x6-5_ply_maple_mahogany_2a215002
Pearl,Duoluxe,Duoluxe Maple/Poplar,14x6.5,wood,Ply,Maple,Poplar,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_duoluxe_duoluxe-maple-poplar_14x6-5_ply_maple_poplar_3953e1f7
Pearl,Duoluxe,Duoluxe Maple/Walnut,14x6.5,wood,Ply,Maple,Walnut,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_duoluxe_duoluxe-maple-walnut_14x6-5_ply_maple_walnut_87fd989f
Pearl,Effects,Soprano Maple,12x7,wood,Ply,Maple,,MISSING,MISSING,Triple-Flanged,,medium,"shellThickness, bearingEdgeOrFallback",pearl_effects_soprano-maple_12x7_ply_maple_triple-flanged_c7dedcbf
Pearl,Export,Export Mahogany/Poplar Snare,14x5.5,wood,Ply,Mahogany,Poplar,MISSING,MISSING,Triple-Flanged,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_export_export-mahogany-poplar-snare_14x5-5_ply_mahogany_poplar_triple-flanged_99de96b6
Pearl,Export,Export Mahogany/Poplar Snare,14x6.5,wood,Ply,Mahogany,Poplar,MISSING,MISSING,Triple-Flanged,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_export_export-mahogany-poplar-snare_14x6-5_ply_mahogany_poplar_triple-flanged_1447bdcd
Pearl,Export,Export Maple/Poplar Snare,14x5.5,wood,Ply,Maple,Poplar,MISSING,MISSING,Triple-Flanged,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_export_export-maple-poplar-snare_14x5-5_ply_maple_poplar_triple-flanged_fbdc871c
Pearl,Export,Export Maple/Poplar Snare,14x6.5,wood,Ply,Maple,Poplar,MISSING,MISSING,Triple-Flanged,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_export_export-maple-poplar-snare_14x6-5_ply_maple_poplar_triple-flanged_4e5e12e4
Pearl,Export,Export Poplar Snare,14x5.5,wood,Ply,Poplar,,MISSING,MISSING,Triple-Flanged,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_export_export-poplar-snare_14x5-5_ply_poplar_triple-flanged_22bd7492
Pearl,Export,Export Poplar Snare,14x6.5,wood,Ply,Poplar,,MISSING,MISSING,Triple-Flanged,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_export_export-poplar-snare_14x6-5_ply_poplar_triple-flanged_e1a06659
Pearl,Firecracker,Firecracker Poplar,10x5,wood,Ply,Poplar,,MISSING,MISSING,Triple-Flanged,,medium,"shellThickness, bearingEdgeOrFallback",pearl_firecracker_firecracker-poplar_10x5_ply_poplar_triple-flanged_a910d21c
Pearl,Forum,Forum Poplar Snare,14x5.5,wood,Ply,Poplar,,MISSING,MISSING,Triple-Flanged,,medium,"shellThickness, bearingEdgeOrFallback",pearl_forum_forum-poplar-snare_14x5-5_ply_poplar_triple-flanged_c31166dc
Pearl,Free Floating,Free Floating Birch,14x3.5,wood,Ply,Birch,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-birch_14x3-5_ply_birch_die-cast-mastercast-on-many-catalog-versions_11b93a12
Pearl,Free Floating,Free Floating Birch,14x5,wood,Ply,Birch,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-birch_14x5_ply_birch_die-cast-mastercast-on-many-catalog-versions_0dcdda4b
Pearl,Free Floating,Free Floating Birch,14x6.5,wood,Ply,Birch,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-birch_14x6-5_ply_birch_die-cast-mastercast-on-many-catalog-versions_3ea513cd
Pearl,Free Floating,Free Floating Birch,14x8,wood,Ply,Birch,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-birch_14x8_ply_birch_die-cast-mastercast-on-many-catalog-versions_271c043c
Pearl,Free Floating,Free Floating Mahogany,14x3.5,wood,Ply,Mahogany,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-mahogany_14x3-5_ply_mahogany_die-cast-mastercast-on-many-catalog-versions_6db3e3e9
Pearl,Free Floating,Free Floating Mahogany,14x5,wood,Ply,Mahogany,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-mahogany_14x5_ply_mahogany_die-cast-mastercast-on-many-catalog-versions_f3d4910e
Pearl,Free Floating,Free Floating Mahogany,14x6.5,wood,Ply,Mahogany,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-mahogany_14x6-5_ply_mahogany_die-cast-mastercast-on-many-catalog-versions_4ea98192
Pearl,Free Floating,Free Floating Mahogany,14x8,wood,Ply,Mahogany,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-mahogany_14x8_ply_mahogany_die-cast-mastercast-on-many-catalog-versions_0092607b
Pearl,Free Floating,Free Floating Maple,14x3.5,wood,Ply,Maple,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-maple_14x3-5_ply_maple_die-cast-mastercast-on-many-catalog-versions_4e43e67d
Pearl,Free Floating,Free Floating Maple,14x5,wood,Ply,Maple,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-maple_14x5_ply_maple_die-cast-mastercast-on-many-catalog-versions_ef8980f5
Pearl,Free Floating,Free Floating Maple,14x6.5,wood,Ply,Maple,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-maple_14x6-5_ply_maple_die-cast-mastercast-on-many-catalog-versions_daf09575
Pearl,Free Floating,Free Floating Maple,14x8,wood,Ply,Maple,,MISSING,MISSING,Die-Cast / MasterCast on many catalog versions,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_free-floating_free-floating-maple_14x8_ply_maple_die-cast-mastercast-on-many-catalog-versions_ee66baf4
Pearl,Hybrid Exotic,Hybrid Exotic Mahogany/Fiberglass,14x6.5,wood,Ply,Mahogany,Fiberglass,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_hybrid-exotic_hybrid-exotic-mahogany-fiberglass_14x6-5_ply_mahogany_fiberglass_fb7512cf
Pearl,Hybrid Exotic,Hybrid Exotic Maple/Fiberglass,14x6.5,wood,Ply,Maple,Fiberglass,MISSING,MISSING,unknown,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_hybrid-exotic_hybrid-exotic-maple-fiberglass_14x6-5_ply_maple_fiberglass_ec4a5481
Pearl,M80,M80 Maple Popcorn,10x4,wood,Ply,Maple,,MISSING,MISSING,Triple-Flanged,,medium,"shellThickness, bearingEdgeOrFallback",pearl_m80_m80-maple-popcorn_10x4_ply_maple_triple-flanged_7e82673e
Pearl,Masters Custom,Masters Custom Birch Snare,14x5.5,wood,Ply,Birch,,MISSING,MISSING,Die-Cast / MasterCast,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_masters-custom_masters-custom-birch-snare_14x5-5_ply_birch_die-cast-mastercast_8b28241b
Pearl,Masters Custom,Masters Custom Birch Snare,14x6.5,wood,Ply,Birch,,MISSING,MISSING,Die-Cast / MasterCast,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_masters-custom_masters-custom-birch-snare_14x6-5_ply_birch_die-cast-mastercast_0a6d1032
Pearl,Masters Premium,Masters Premium Birch Snare,14x5.5,wood,Ply,Birch,,MISSING,MISSING,Die-Cast / MasterCast,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_masters-premium_masters-premium-birch-snare_14x5-5_ply_birch_die-cast-mastercast_28b7e6ed
Pearl,Masters Premium,Masters Premium Birch Snare,14x6.5,wood,Ply,Birch,,MISSING,MISSING,Die-Cast / MasterCast,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_masters-premium_masters-premium-birch-snare_14x6-5_ply_birch_die-cast-mastercast_4bf7a8b6
Pearl,Masters Premium,Masters Premium Maple Snare,14x5.5,wood,Ply,Maple,,MISSING,MISSING,Die-Cast / MasterCast,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_masters-premium_masters-premium-maple-snare_14x5-5_ply_maple_die-cast-mastercast_0612ae7e
Pearl,Masters Premium,Masters Premium Maple Snare,14x6.5,wood,Ply,Maple,,MISSING,MISSING,Die-Cast / MasterCast,10,medium,"shellThickness, bearingEdgeOrFallback",pearl_masters-premium_masters-premium-maple-snare_14x6-5_ply_maple_die-cast-mastercast_311567b9
